ESTADO;NOMBRE NODO;ACRONIMO;PROVINCIA;COORDENADAS
ENSERVICIO;JUAN A. PRADERE;RARBJAP01;BUENOS AIRES;[-62.65047222,-39.6013056]
ENSERVICIO;CARDENAL CAGLIERO;RARBCCG01;BUENOS AIRES;[-62.75411111,-40.6508056]
ENSERVICIO;VILLA DE LEALES;RARTVLE01;TUCUMAN;[-65.31155,-27.19373611]
ENSERVICIO;TAFI DEL VALLE;RARTTFE01;TUCUMAN;[-65.71021389,-26.8423806]
ENSERVICIO;SAN MIGUEL DE TUCUMAN (DWDM);RARTTCM01;TUCUMAN;[-65.22998889,-26.843875]
ENSERVICIO;TENIENTE BERDINA;RARTTBR01;TUCUMAN;[-65.48805556,-27.0510278]
ENSERVICIO;SANTA ROSA DE LEALES;RARTSRL01;TUCUMAN;[-65.25911111,-27.1329167]
ENSERVICIO;SANTA LUCIA;RARTSLU01;TUCUMAN;[-65.53571111,-27.095375]
ENSERVICIO;RIO SECO (DESVINCULADO);RARTRSC01;TUCUMAN;[-65.54888889,-27.26497222]
ENSERVICIO;RANCHILLOS;RARTRNC01;TUCUMAN;[-65.04755556,-26.9530639]
ENSERVICIO;RIO COLORADO;RARTRCL01;TUCUMAN;[-65.35580556,-27.1501]
ENSERVICIO;PUEBLO INDEPENDENCIA;RARTPIN01;TUCUMAN;[-65.52531389,-27.21913056]
ENSERVICIO;MONTEROS;RARTMNT01;TUCUMAN;[-65.48888056,-27.16946944]
ENSERVICIO;SOLDADO MALDONADO;RARTMLD01;TUCUMAN;[-65.56586944,-27.1447167]
ENSERVICIO;SAN ISIDRO DE LULES;RARTLUL01;TUCUMAN;[-65.33345556,-26.916075]
ENSERVICIO;LOS RALOS;RARTLRL01;TUCUMAN;[-65.00636111,-26.8866389]
ENSERVICIO;LA REDUCCION (DESVINCULADO);RARTLRE01;TUCUMAN;[-65.354035,-26.962107]
ENSERVICIO;ILTICO;RARTILT01;TUCUMAN;[-65.643,-27.33415]
ENSERVICIO;FAMAILLA (DESVINCULADO);RARTFAM01;TUCUMAN;[-65.40430833,-27.0545528]
ENSERVICIO;EL MOLLAR;RARTEML01;TUCUMAN;[-65.71093056,-26.9392222]
ENSERVICIO;ESTACION ARAOZ (DESVINCULADO);RARTEAZ01;TUCUMAN;[-64.9261,-27.0595278]
ENSERVICIO;DELFIN GALLO;RARTDLF01;TUCUMAN;[-65.09425,-26.8461111]
ENSERVICIO;COLONIA MAYO - BARRIO LA MILAGROSA (DESVINCULADO);RARTCMA01;TUCUMAN;[-64.99059167,-26.8366056]
ENSERVICIO;COLALAO DEL VALLE;RARTCLV01;TUCUMAN;[-65.95635833,-26.36135]
ENSERVICIO;CAMPO DE HERRERA;RARTCDH01;TUCUMAN;[-65.34786111,-27.02831944]
ENSERVICIO;CONCEPCION;RARTCCP01;TUCUMAN;[-65.58786944,-27.3442972]
ENSERVICIO;ALTO VERDE;RARTAVR01;TUCUMAN;[-65.60968056,-27.37726944]
ENSERVICIO;AMAICHA DEL VALLE;RARTAVL01;TUCUMAN;[-65.91938056,-26.5960861]
ENSERVICIO;ARCADIA;RARTARC01;TUCUMAN;[-65.57606749,-27.30694848]
ENSERVICIO;AGUILARES (DESVINCULADO);RARTAGL01;TUCUMAN;[-65.604125,-27.42501667]
ENSERVICIO;ACHERAL;RARTACH01;TUCUMAN;[-65.46833333,-27.1208333]
ENSERVICIO;TRENQUE LAUQUEN;RARBTQL01;BUENOS AIRES;[-62.74828889,-35.9713361]
ENSERVICIO;TRES ALGARROBOS;RARBTAG01;BUENOS AIRES;[-62.77272222,-35.196]
ENSERVICIO;SANTA REGINA;RARBSRG01;BUENOS AIRES;[-63.172833,-34.548925]
ENSERVICIO;PELLEGRINI;RARBPLL01;BUENOS AIRES;[-63.157499,-36.270811]
ENSERVICIO;PEHUAJO;RARBPHJ01;BUENOS AIRES;[-61.886181,-35.808664]
ENSERVICIO;PIEDRITAS;RARBPDT01;BUENOS AIRES;[-62.98341667,-34.7740833]
ENSERVICIO;NUEVA PLATA;RARBNPT01;BUENOS AIRES;[-61.810266,-35.92114]
ENSERVICIO;JUAN JOSE PASO;RARBJJP01;BUENOS AIRES;[-62.29304722,-35.8494833]
ENSERVICIO;HERRERA VEGAS;RARBHEG01;BUENOS AIRES;[-61.408251,-36.086148]
ENSERVICIO;GENERAL VILLEGAS;RARBGVG01;BUENOS AIRES;[-63.01564722,-35.0469417]
ENSERVICIO;FRANCISCO MADERO;RARBFMD01;BUENOS AIRES;[-62.069315,-35.850854]
ENSERVICIO;EMILIO V. BUNGE;RARBEBG01;BUENOS AIRES;[-63.19347222,-34.7851389]
ENSERVICIO;DE BARY;RARBDBY01;BUENOS AIRES;[-63.25986111,-36.34075]
ENSERVICIO;CURARU;RARBCUR01;BUENOS AIRES;[-62.19375,-35.6412778]
ENSERVICIO;CARLOS TEJEDOR;RARBCTJ01;BUENOS AIRES;[-62.41308333,-35.3901111]
ENSERVICIO;CANADA SECA;RARBCSE01;BUENOS AIRES;[-62.95777778,-34.4181389]
ENSERVICIO;BERUTTI;RARBBRT01;BUENOS AIRES;[-62.51339722,-35.8595778]
ENSERVICIO;BOCAYUVA;RARBBCY01;BUENOS AIRES;[-63.07622222,-36.2045]
ENSERVICIO;BELLOCQ;RARBBCQ01;BUENOS AIRES;[-61.534026,-35.919598]
ENSERVICIO;TINTINA;RARGTNT01;SANTIAGO DEL ESTERO;[-62.7065,-27.0306667]
ENSERVICIO;EL SAUZAL;RARGSZL01;SANTIAGO DEL ESTERO;[-64.58200556,-27.48831111]
ENSERVICIO;SANTIAGO DEL ESTERO;RARGSTG01;SANTIAGO DEL ESTERO;[-64.268625,-27.801075]
ENSERVICIO;POZUELOS;RARGPZL01;SANTIAGO DEL ESTERO;[-64.75613611,-27.30719444]
ENSERVICIO;PUESTO DE SAN ANTONIO;RARGPSN01;SANTIAGO DEL ESTERO;[-64.33959848,-27.69]
ENSERVICIO;LOS SORIA;RARGLSO01;SANTIAGO DEL ESTERO;[-64.37547222,-27.61852778]
ENSERVICIO;LOS QUIROGA;RARGLQG01;SANTIAGO DEL ESTERO;[-64.35201944,-27.65276389]
ENSERVICIO;LAPRIDA;RARGLPD01;SANTIAGO DEL ESTERO;[-64.52865556,-28.37828333]
ENSERVICIO;LOS NUNEZ;RARGLNZ01;SANTIAGO DEL ESTERO;[-64.52753333,-27.53529167]
ENSERVICIO;LA DARSENA;RARGLDS01;SANTIAGO DEL ESTERO;[-64.28813889,-27.6982778]
ENSERVICIO;LA AURORA;RARGLAU01;SANTIAGO DEL ESTERO;[-64.23094444,-27.49713889]
ENSERVICIO;LA CANADA;RARGLAC01;SANTIAGO DEL ESTERO;[-63.77120556,-27.70979167]
ENSERVICIO;HUYAMAMPA;RARGHUY01;SANTIAGO DEL ESTERO;[-64.29497222,-27.38525278]
ENSERVICIO;GRAMILLA;RARGGML01;SANTIAGO DEL ESTERO;[-64.60953333,-27.300475]
ENSERVICIO;FRIAS;RARGFRI01;SANTIAGO DEL ESTERO;[-65.12913889,-28.62827778]
ENSERVICIO;EL DEAN;RARGEDE01;SANTIAGO DEL ESTERO;[-64.35109167,-27.69189722]
ENSERVICIO;EL CHARCO;RARGECR01;SANTIAGO DEL ESTERO;[-64.70580833,-27.23038611]
ENSERVICIO;CHAUPI POZO;RARGCPZ01;SANTIAGO DEL ESTERO;[-64.42110556,-27.50829167]
ENSERVICIO;CLODOMIRA;RARGCLD01;SANTIAGO DEL ESTERO;[-64.13175278,-27.57498333]
ENSERVICIO;COLONIA EL SIMBOLAR;RARGCES01;SANTIAGO DEL ESTERO;[-63.86821667,-27.71413333]
ENSERVICIO;CANADA ESCOBAR;RARGCEC01;SANTIAGO DEL ESTERO;[-64.027861,-27.708472]
ENSERVICIO;ANTAJE;RARGATJ01;SANTIAGO DEL ESTERO;[-64.25322222,-27.6245]
ENSERVICIO;ARDILES;RARGARD01;SANTIAGO DEL ESTERO;[-64.49995833,-27.41264167]
ENSERVICIO;WINIFREDA;RARLWIN01;LA PAMPA;[-64.23697778,-36.23148611]
ENSERVICIO;25 DE MAYO;RARLVMY01;LA PAMPA;[-67.72372222,-37.77376111]
ENSERVICIO;VICTORICA;RARLVCT01;LA PAMPA;[-65.43306111,-36.21543611]
ENSERVICIO;URIBURU;RARLURI01;LA PAMPA;[-63.85863611,-36.50879722]
ENSERVICIO;UNANUE;RARLUNN01;LA PAMPA;[-64.34939722,-37.54558889]
ENSERVICIO;TELEN;RARLTEL01;LA PAMPA;[-65.51265556,-36.26516389]
ENSERVICIO;SANTA ROSA;RARLSTR01;LA PAMPA;[-64.26990556,-36.6261139]
ENSERVICIO;COLONIA SANTA MARIA;RARLSNM01;LA PAMPA;[-64.22837778,-37.49518611]
ENSERVICIO;SANTA ISABEL;RARLSIS01;LA PAMPA;[-66.93588889,-36.232875]
ENSERVICIO;PERU;RARLPRU01;LA PAMPA;[-64.13435,-37.66251111]
ENSERVICIO;PUELEN;RARLPLN01;LA PAMPA;[-67.62198333,-37.34538333]
ENSERVICIO;LOVENTUE;RARLLVT01;LA PAMPA;[-65.29173611,-36.18857778]
ENSERVICIO;LUAN TORO;RARLLNT01;LA PAMPA;[-65.09892222,-36.20550833]
ENSERVICIO;LONQUIMAY (DESVINCULADO);RARLLNQ01;LA PAMPA;[-63.6236,-36.46733611]
ENSERVICIO;LA GLORIA (DESVINCULADO);RARLGLR01;LA PAMPA;[-63.74058056,-36.50798056]
ENSERVICIO;CAMPAMENTO VIALIDAD NACIONAL;RARLCVN01;LA PAMPA;[-64.07326667,-38.38843889]
ENSERVICIO;CATRILO;RARLCTL01;LA PAMPA;[-63.41604444,-36.407925]
ENSERVICIO;ATALIVA ROCA;RARLATR01;LA PAMPA;[-64.29124722,-37.03036667]
ENSERVICIO;ALGARROBO DEL AGUILA;RARLAAG01;LA PAMPA;[-67.14587778,-36.39905]
ENSERVICIO;BUTA RANQUIL;RARQBRQ01;NEUQUEN;[-69.87720278,-37.05138611]
ENSERVICIO;25 DE MAYO;RARMVMY01;MENDOZA;[-68.53869444,-34.58383333]
ENSERVICIO;VILLA ATUEL;RARMVAT01;MENDOZA;[-67.92318056,-34.83365833]
ENSERVICIO;SAN RAFAEL (SH 2);RARMSRF02;MENDOZA;[-68.34384722,-34.6315472]
ENSERVICIO;SAN RAFAEL (SH 1);RARMSRF01;MENDOZA;[-68.34384722,-34.6315472]
ENSERVICIO;RANQUIL NORTE;RARMRQN01;MENDOZA;[-69.83281389,-36.65908056]
ENSERVICIO;REAL DEL PADRE;RARMRDP01;MENDOZA;[-67.76325833,-34.84021667]
ENSERVICIO;PARAJE COCHICO;RARMPJC01;MENDOZA;[-67.33101944,-35.71336111]
ENSERVICIO;PASO DE LAS CARRETAS (SILICA);RARMPCR01;MENDOZA;[-68.832752,-34.13104]
ENSERVICIO;LAS MALVINAS;RARMMVN01;MENDOZA;[-68.25136111,-34.83206389]
ENSERVICIO;MONTE COMAN;RARMMTC01;MENDOZA;[-67.87996111,-34.59046944]
ENSERVICIO;MALARGUE;RARMMLG01;MENDOZA;[-69.58894722,-35.46592778]
ENSERVICIO;LA LLAVE NUEVA;RARMLNU01;MENDOZA;[-68.00341667,-34.63898333]
ENSERVICIO;JAIME PRATS;RARMJPR01;MENDOZA;[-67.81687222,-34.91158611]
ENSERVICIO;GENERAL ALVEAR;RARMGAV01;MENDOZA;[-67.67274167,-34.98127778]
ENSERVICIO;EL SOSNEADO;RARMESN01;MENDOZA;[-69.56686111,-35.07950833]
ENSERVICIO;EL NIHUIL;RARMENH01;MENDOZA;[-68.67715278,-35.03268056]
ENSERVICIO;CARMENSA;RARMCMS01;MENDOZA;[-67.65320556,-35.14803889]
ENSERVICIO;BOWEN;RARMBWN01;MENDOZA;[-67.509225,-34.99374167]
ENSERVICIO;BARDAS BLANCAS;RARMBRB01;MENDOZA;[-69.80525833,-35.86848611]
ENSERVICIO;VILLA MERCEDES SILICA;RARDVME01;SAN LUIS;[-65.633417,-33.582614]
ENSERVICIO;SAN LUIS;RARDSLS01;SAN LUIS;[-66.2867722222,-33.2954222222]
ENSERVICIO;JUAN JORBA;RARDJNJ01;SAN LUIS;[-65.27245278,-33.61403611]
ENSERVICIO;JUSTO DARACT;RARDJDR01;SAN LUIS;[-65.18145278,-33.85925833]
ENSERVICIO;LA PAZ (SILICA);RARMLPZ01;MENDOZA;[-67.2733,-33.40301667]
ENSERVICIO;VICUNA MACKENNA;RARXVMC01;CORDOBA;[-64.38504722,-33.92585278]
ENSERVICIO;ROSALES;RARXRSL01;CORDOBA;[-63.152861,-34.17222]
ENSERVICIO;LABOULAYE;RARXLBY01;CORDOBA;[-63.39315278,-34.12267222]
ENSERVICIO;GENERAL LEVALLE;RARXGLV01;CORDOBA;[-63.9153,-34.00695]
ENSERVICIO;VILLA SAN MARTIN;RARJVSM01;SAN JUAN;[-68.351313,-31.516721]
ENSERVICIO;VILLA MERCEDES;RARJVMD01;SAN JUAN;[-68.701086,-30.103684]
ENSERVICIO;VALLECITO;RARJVLL01;SAN JUAN;[-67.9836,-31.7369]
ENSERVICIO;VILLA INDEPENDENCIA;RARJVIP01;SAN JUAN;[-68.314042,-31.624175]
ENSERVICIO;VILLA IBANEZ;RARJVIB01;SAN JUAN;[-68.722215,-31.460315]
ENSERVICIO;VILLA GENERAL SAN MARTIN;RARJVGS01;SAN JUAN;[-68.522475,-31.43959167]
ENSERVICIO;VILLA DOMINGUITO;RARJVDG01;SAN JUAN;[-68.295537,-31.560006]
ENSERVICIO;VILLA DON BOSCO;RARJVDB01;SAN JUAN;[-68.331346,-31.553123]
ENSERVICIO;SAN JUAN;RARJSJN01;SAN JUAN;[-68.51196667,-31.51715556]
ENSERVICIO;SAN ISIDRO;RARJSIO01;SAN JUAN;[-68.703984,-30.143351]
ENSERVICIO;PAMPA VIEJA;RARJPPV01;SAN JUAN;[-68.684283,-30.200046]
ENSERVICIO;NIQUIVIL;RARJNQV01;SAN JUAN;[-68.696114,-30.399325]
ENSERVICIO;9 DE JULIO;RARJNDJ01;SAN JUAN;[-68.387689,-31.667631]
ENSERVICIO;MARAYES;RARJMRY01;SAN JUAN;[-67.35078333,-31.46315]
ENSERVICIO;EL MEDANO;RARJMED01;SAN JUAN;[-68.682399,-30.12666]
ENSERVICIO;VILLA MEDIA AGUA;RARJMAG01;SAN JUAN;[-68.41995,-31.98258333]
ENSERVICIO;LAS TALAS - LOS MEDANOS;RARJLTS01;SAN JUAN;[-68.27466944,-31.59445833]
